City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Narón,0,ES,1618628114,81,43.5167,-8.1528,39.2,1.14
Ruy Barbosa,74,BR,1618628115,87,-12.2839,-40.4939,69.82,4.32
Barcelona,20,ES,1618628115,81,41.3888,2.159,48.99,8.05
Progreso,40,MX,1618628115,89,21.2833,-89.6667,82.4,10.36
Grand Gaube,36,MU,1618628116,82,-20.0064,57.6608,80.01,5.99
Bandar-e Lengeh,12,IR,1618628116,83,26.5579,54.8807,68.0,4.61
Quattro Castella,26,IT,1618628116,65,44.635,10.4743,37.0,3.56
Hua Hin,20,TH,1618628117,66,12.5707,99.9588,87.8,3.44
Airai,22,TL,1618627770,51,-8.9266,125.4092,74.03,5.3
Daru,100,PG,1618628118,88,-9.0763,143.2092,79.92,8.1
Anna,100,RU,1618628118,83,51.4842,40.4299,47.71,4.65
Ottumwa,90,US,1618628118,71,41.02,-92.4113,51.01,5.75
Pedernales,33,DO,1618628119,71,18.0384,-71.744,79.0,1.16
Saint-Gédéon,100,CA,1618628119,65,48.5001,-71.7658,41.0,13.8
Mana,51,GF,1618628120,84,5.6592,-53.7767,77.25,8.46
Srednekolymsk,13,RU,1618628120,70,67.45,153.6833,26.17,10.96
Kralendijk,75,BQ,1618628121,83,12.15,-68.2667,80.6,16.11
Darhan,4,MN,1618628121,28,49.4867,105.9228,53.69,16.26
Taltal,33,CL,1618628121,87,-25.4,-70.4833,61.52,3.22
Muros,49,ES,1618627942,68,42.7762,-9.0603,46.0,9.19
Zhezkazgan,89,KZ,1618628122,42,47.8043,67.7144,57.06,6.4
Yellandu,2,IN,1618628122,60,17.6,80.3333,84.51,5.91
Caçapava do Sul,88,BR,1618628123,90,-30.5122,-53.4914,62.01,2.82
Diamantino,28,BR,1618627869,83,-14.4086,-56.4461,74.01,3.47
Iguape,65,BR,1618628124,86,-24.7081,-47.5553,70.45,4.18
Gouré,9,NE,1618628124,6,13.9835,10.2704,84.99,3.0
Ţahţā,0,EG,1618628124,17,26.7693,31.5021,69.8,6.91
Nichinan,75,JP,1618628125,94,31.6,131.3667,60.8,8.05
Kaiwaka,0,NZ,1618628125,70,-36.1667,174.45,63.0,14.0
Santiago de Cao,100,PE,1618628125,85,-7.9589,-79.2392,67.01,10.38
Port-Gentil,100,GA,1618628126,78,-0.7193,8.7815,81.7,7.25
Benito Juarez,40,MX,1618628126,23,19.385,-99.165,75.2,9.22
Baoshan,98,CN,1618628127,43,46.5586,131.4244,51.08,7.02
Morehead,1,US,1618628127,71,37.2711,-87.1764,48.99,4.41
Dalby,98,AU,1618628127,63,-27.1833,151.2667,75.0,1.01
Galle,83,LK,1618628096,74,6.0367,80.217,81.97,5.12
Marquette,1,US,1618628128,74,46.5333,-87.6335,30.99,6.91
Ilām,25,NP,1618628128,34,26.9167,87.9167,77.5,5.21
Gejiu,100,CN,1618627877,95,23.306,103.1635,54.25,2.01
Koson,0,UZ,1618628129,62,39.0375,65.585,55.4,4.61
Aojiang,81,CN,1618628130,60,22.9421,116.0359,81.07,11.03
Springbok,51,ZA,1618628130,32,-29.6643,17.8865,68.14,5.01
Makakilo City,90,US,1618628130,57,21.3469,-158.0858,78.8,8.05
Qaqortoq,0,GL,1618628131,35,60.7167,-46.0333,17.6,12.66
Georgiyevskoye,0,RU,1618628131,84,58.731,45.024,33.84,4.0
Vangaindrano,100,MG,1618628132,79,-23.35,47.6,66.61,7.87
Camacha,75,PT,1618628132,67,33.0833,-16.3333,62.6,9.22
The Valley,20,AI,1618627946,83,18.217,-63.0578,80.6,9.22
Rāmānuj Ganj,50,IN,1618628133,15,23.8,83.7,95.23,10.63
Awjilah,1,LY,1618628133,13,29.1081,21.2869,81.93,14.2
Berlevåg,100,NO,1618628133,87,70.8578,29.0864,39.49,34.09
Tecpan,75,GT,1618628134,88,14.7623,-90.9947,69.01,13.8
Bubaque,74,GW,1618628134,72,11.2833,-15.8333,76.78,14.23
Provideniya,59,RU,1618627732,90,64.3833,-173.3,33.64,7.2
Bandarbeyla,18,SO,1618628135,72,9.4942,50.8122,80.28,4.72
Anshan,100,CN,1618627861,91,41.1236,122.99,40.39,8.84
Yumen,70,CN,1618627886,11,40.2833,97.2,54.01,11.63
Mongoumba,89,CF,1618628136,76,3.6415,18.5936,72.34,3.04
Jiangyou,100,CN,1618628137,77,31.7667,104.7167,63.07,3.85
Novoagansk,100,RU,1618628137,87,61.9449,76.6625,23.49,16.35
Puerto Baquerizo Moreno,71,EC,1618628138,87,-0.9,-89.6,76.82,5.53
Lázaro Cárdenas,35,MX,1618628138,74,17.9583,-102.2,75.7,8.05
Ishigaki,75,JP,1618628138,83,24.3448,124.1572,73.4,14.97
Salina Cruz,0,MX,1618628139,67,16.1667,-95.2,81.55,12.12
Moerai,0,PF,1618628139,78,-22.4333,-151.3333,80.11,17.07
Mil'kovo,11,RU,1618628140,40,54.7167,158.6167,35.89,6.98
Tommot,100,RU,1618628140,58,58.9564,126.2925,43.93,10.6
La Santisima Trinidad,63,BO,1618628140,89,-14.8333,-64.9,74.75,1.57
Byron Bay,90,AU,1618628141,88,-28.65,153.6167,68.0,9.22
Whyalla,75,AU,1618628141,55,-33.0333,137.5833,64.4,10.36
Vila Velha,75,BR,1618628115,94,-20.3297,-40.2925,69.8,3.44
Oddur,11,SO,1618628142,88,4.1213,43.8894,73.24,11.99
Chardara,100,KZ,1618628142,36,41.2547,67.9692,64.11,4.14
Krasnosel'kup,100,RU,1618628143,91,65.7,82.4667,9.84,13.18
Sokolo,86,ML,1618628143,15,14.7328,-6.1219,88.18,7.02
Hudson Bay,9,CA,1618628143,85,52.85,-102.3842,34.16,3.2
Aquiraz,40,BR,1618628144,83,-3.9014,-38.3911,80.6,8.05
Ossora,1,RU,1618628144,62,59.2353,163.0719,31.69,10.13
Cookeville,1,US,1618628144,81,36.1628,-85.5016,53.6,4.92
Qandala,4,SO,1618628145,68,11.472,49.8728,80.11,7.11
La Rioja,75,ES,1618628145,65,42.25,-2.5,41.0,10.36
Takoradze,87,GH,1618628146,86,4.8845,-1.7554,78.15,3.67
Aldan,100,RU,1618628146,75,58.6031,125.3894,36.3,14.99
Moindou,75,NC,1618628146,83,-21.6924,165.677,77.0,12.66
Si Chiang Mai,75,TH,1618628147,89,17.9564,102.5867,84.99,2.3
Le Moule,20,GP,1618628147,83,16.3332,-61.3473,77.0,5.75
Stephenville,90,US,1618628148,82,32.2207,-98.2023,55.4,18.41
Lüderitz,92,NA,1618628113,33,-26.6481,15.1594,78.31,11.83
Samarai,53,PG,1618628148,74,-10.6167,150.6667,84.15,12.66
Faya,0,SA,1618628149,27,18.3851,42.4509,60.8,5.84
Lermontovka,100,RU,1618628149,47,47.1453,134.3383,51.46,11.41
Sørland,0,NO,1618628150,82,67.667,12.6934,40.5,15.28
Carbonia,75,IT,1618628150,81,39.1672,8.5222,50.0,4.61
Richards Bay,99,ZA,1618628150,77,-28.783,32.0377,62.8,3.51
Okhotsk,77,RU,1618628151,88,59.3833,143.3,27.14,10.51
Araripe,97,BR,1618628151,88,-7.2125,-40.0461,68.27,4.65
Port Blair,62,IN,1618627997,66,11.6667,92.75,85.37,11.61
Mumbai,0,IN,1618627963,78,19.0144,72.8479,84.2,6.78
Anda,65,CN,1618628152,49,46.4,125.3167,49.3,12.3
Chapada dos Guimarães,0,BR,1618628152,83,-15.4606,-55.7497,78.8,2.3
Nioro,4,GM,1618628153,38,13.35,-15.75,76.24,7.29
Kaeo,17,NZ,1618628153,64,-35.1,173.7833,66.0,11.01
Ust'-Ilimsk,83,RU,1618628154,69,58.0006,102.6619,26.33,12.57
Gijang,75,KR,1618628154,52,35.2442,129.2139,66.2,9.22
Manaure,100,CO,1618628154,69,11.7751,-72.4445,82.45,11.83
Luwingu,100,ZM,1618628155,94,-10.2621,29.9271,60.73,5.79
Molchanovo,4,RU,1618628155,50,57.5817,83.7692,22.89,4.59
Sola,11,VU,1618628156,69,-13.8833,167.55,82.6,14.58
Half Moon Bay,90,US,1618627931,87,37.4636,-122.4286,54.0,11.5
Creutzwald,78,FR,1618628156,96,49.2,6.6833,35.01,4.43
Kaili,47,ID,1618628157,66,-3.4626,120.2147,78.06,4.05
Vágur,100,FO,1618628157,94,61.4732,-6.8119,45.77,23.94
Phultala,5,BD,1618628157,44,22.7,89.5167,91.27,12.01
Meulaboh,100,ID,1618628158,73,4.1363,96.1285,80.76,1.28
Gorontalo,92,ID,1618628158,61,0.5412,123.0595,87.84,5.37
Yatou,0,CN,1618628159,25,37.15,122.3833,53.87,21.43
Buchanan,75,LR,1618628159,94,5.8808,-10.0467,75.2,11.5
Inhambane,82,MZ,1618627883,68,-23.865,35.3833,68.07,15.97
Bayangol,4,RU,1618628160,28,50.6977,103.4656,51.19,9.93
Santa Lucía,75,ES,1618628160,82,27.9117,-15.5407,66.2,19.57
Pingzhuang,39,CN,1618628161,24,42.0372,119.2889,49.05,25.52
Lata,14,PT,1618628130,66,40.1629,-8.3327,57.0,5.01
Chara,97,RU,1618628161,99,56.9064,118.2631,35.29,3.94
Caxito,75,AO,1618628162,83,-8.5785,13.6643,77.0,2.3
Sabang,100,ID,1618628162,67,5.8933,95.3214,83.61,9.42
Inuvik,100,CA,1618628162,55,68.3499,-133.7218,35.6,3.44
Saint-Augustin,31,CA,1618628163,81,51.226,-58.6502,30.74,10.4
Medicine Hat,1,CA,1618628035,21,50.0501,-110.6683,57.2,4.61
Sompeta,0,IN,1618627996,50,18.9333,84.6,88.29,5.79
Dudinka,100,RU,1618628164,97,69.4058,86.1778,-12.82,2.93
Snezhnogorsk,0,RU,1618628164,75,69.1933,33.2531,37.4,6.71
Río Gallegos,0,AR,1618628164,61,-51.6226,-69.2181,44.6,3.44
Lingao,100,CN,1618628165,88,19.9103,109.6859,76.33,5.41
Kathmandu,20,NP,1618628165,82,27.7167,85.3167,60.8,3.44
Ilo,3,PE,1618628166,81,-17.6394,-71.3375,67.15,6.93
Banda Aceh,100,ID,1618628166,68,5.5577,95.3222,83.97,6.24
Xingyi,100,CN,1618628166,92,24.1877,102.817,57.74,2.62
Vestmannaeyjar,100,IS,1618628167,71,63.4427,-20.2734,42.35,19.48
Katangli,51,RU,1618628167,86,51.7102,143.2326,37.76,6.98
Soroca,92,MD,1618628168,84,48.1558,28.2975,40.1,6.46
Severo-Yeniseyskiy,83,RU,1618628168,69,60.3725,93.0408,7.68,10.13
Ulladulla,90,AU,1618628169,67,-35.35,150.4667,63.0,6.55
Ninh Binh,100,VN,1618628169,81,20.2539,105.975,78.1,5.08
Oranjemund,96,NA,1618628170,42,-28.55,16.4333,73.9,4.88
Vila do Maio,20,CV,1618628170,73,15.1333,-23.2167,69.8,14.97
San Quintín,0,MX,1618627927,78,30.4833,-115.95,57.49,15.32
Hay River,100,CA,1618628171,56,60.8156,-115.7999,44.6,2.3
Shakawe,18,BW,1618628171,42,-18.3667,21.85,58.08,6.4
Portland,1,US,1618627622,16,45.5234,-122.6762,77.0,13.8
Sabzawār,0,IR,1618628172,51,36.2126,57.6819,60.26,5.37
Lebedyan',72,RU,1618628172,74,53.0194,39.1664,48.34,6.35
Sullana,100,PE,1618628173,61,-4.9039,-80.6853,76.73,6.04
Jieshi,93,CN,1618628173,73,22.8134,115.8257,75.87,12.15
Tallahassee,75,US,1618627875,77,30.4383,-84.2807,64.4,3.44
Ucluelet,5,CA,1618628092,67,48.9329,-125.5528,56.39,7.0
Kopervik,50,NO,1618628174,80,59.2835,5.3067,39.99,6.91
Harrai,20,IN,1618628174,17,22.6167,79.2167,90.0,12.66
Māler Kotla,58,IN,1618628175,40,30.5167,75.8833,79.77,5.86
Seoul,75,KR,1618628175,35,37.5683,126.9778,55.4,18.41
Mbandaka,100,CD,1618628175,95,0.0487,18.2603,71.94,6.44
Kansanshi,83,ZM,1618628176,89,-12.0951,26.4273,53.69,5.1
Ostrovnoy,100,RU,1618628176,89,68.0531,39.5131,37.2,24.52
Port Hawkesbury,90,CA,1618628177,75,45.6169,-61.3485,36.0,14.97
Menongue,17,AO,1618628177,73,-14.6585,17.691,58.44,3.44
Port Lincoln,7,AU,1618628177,48,-34.7333,135.8667,65.35,5.61
Tual,56,ID,1618628178,71,-5.6667,132.75,83.12,13.98
Mabaruma,58,GY,1618628178,79,8.2,-59.7833,74.93,3.67
Chibuto,54,MZ,1618628179,76,-24.6867,33.5306,62.55,5.99
Bintulu,40,MY,1618628179,74,3.1667,113.0333,86.0,3.44
Loviisa,50,FI,1618628179,59,60.4566,26.2251,36.0,9.24
Saint-Pierre,0,RE,1618628180,83,-21.3393,55.4781,77.0,3.44
Batemans Bay,100,AU,1618628180,71,-35.7167,150.1833,64.0,4.0
San Fernando del Valle de Catamarca,7,AR,1618628181,88,-28.4696,-65.7852,62.01,1.99
Alice Springs,0,AU,1618628181,30,-23.7,133.8833,73.0,18.41
Ōtake,90,JP,1618628181,94,34.2,132.2167,59.0,10.36
